Root,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_169,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_putilla|SH226808.06FU
OTU_170,Root,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_unidentified,Leotiomycetes_unidentified_1,Leotiomycetes_unidentified_1,Leotiomycetes_sp|SH208246.06FU
OTU_171,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_sinensis|SH213998.06FU
OTU_172,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_nigrescens|SH234919.06FU
OTU_173,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bullera,Bullera_coprosmae|SH197185.06FU
OTU_174,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_sp|SH199708.06FU
OTU_175,Root,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Incertae_sedis_19,Leptospora,Leptospora_rubella|SH213115.06FU
OTU_176,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocrea,Hypocrea_virens|SH238617.06FU
OTU_177,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_virens|SH209276.06FU
OTU_178,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp_KCY_9|SH195383.06FU
OTU_179,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_cynaroidis|SH235593.06FU
OTU_180,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH207331.06FU
OTU_181,Root,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp|SH240526.06FU
OTU_182,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH219142.06FU
OTU_183,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_sp|SH236085.06FU
OTU_184,Root,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_unidentified,Leotiomycetes_unidentified_1,Leotiomycetes_unidentified_1,Leotiomycetes_sp|SH208246.06FU
OTU_185,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_lanatodisca|SH215203.06FU
OTU_186,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiomycetes_unidentified,Exobasidiomycetes_unidentified_1,Exobasidiomycetes_unidentified_1,Exobasidiomycetes_sp|SH230059.06FU
OTU_187,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Incertae_sedis_2_unidentified,Helotiales_sp|SH234732.06FU
OTU_188,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ampelomyces,Ampelomyces_quisqualis|SH222882.06FU
OTU_189,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_nyssicola|SH216155.06FU
OTU_190,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH197595.06FU
OTU_191,Root,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_sp|SH235565.06FU
OTU_192,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa,Eutypa_petrakii_var_petrakii|SH209837.06FU
OTU_193,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectriaceae_unidentified,Nectriaceae_sp|SH217311.06FU
OTU_194,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH216771.06FU
OTU_195,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Chalara,Chalara_sp|SH209351.06FU
OTU_196,Root,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Menispora,Menispora_ciliata|SH241212.06FU
OTU_197,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH236511.06FU
OTU_198,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH219632.06FU
OTU_199,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH197004.06FU
OTU_200,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH234219.06FU
OTU_201,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Flagellospora,Flagellospora_leucorhynchos|SH207336.06FU
OTU_202,Root,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_laibachii|SH218729.06FU
OTU_203,Root,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp|SH197157.06FU
OTU_204,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_unidentified,Xylariales_unidentified_1,Xylariales_sp|SH222080.06FU
OTU_205,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH219261.06FU
OTU_206,Root,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp|SH231656.06FU
OTU_207,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp_PL_AUS_010|SH199228.06FU
OTU_208,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH218046.06FU
OTU_209,Root,Fungi,Ascomycota,Dothideomycetes,Hysteriales,Gloniaceae,Cenococcum,Cenococcum_sp|SH196545.06FU
OTU_210,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_sp_PRL7420|SH213788.06FU
OTU_211,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH201524.06FU
OTU_212,Root,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus_subversicolor|SH206402.06FU
OTU_213,Root,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phyllosticta,Phyllosticta_gardeniicola|SH198125.06FU
OTU_214,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber_walkeri|SH228686.06FU
OTU_215,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH230250.06FU
OTU_216,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_sp|SH192662.06FU
OTU_217,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_pelargonia|SH207693.06FU
OTU_218,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_alba|SH240810.06FU
OTU_219,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp|SH195036.06FU
OTU_220,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH213113.06FU
OTU_221,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_petrogale|SH231152.06FU
OTU_222,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209321.06FU
OTU_223,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Sphaerulina,Sphaerulina_pseudovirgaureae|SH212655.06FU
OTU_224,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_sp|SH203599.06FU
OTU_225,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,Clavulina_sp|SH205409.06FU
OTU_226,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_sp_MLB_2010a|SH193155.06FU
OTU_227,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_sp|SH235921.06FU
OTU_228,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_infossa|SH210830.06FU
OTU_229,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascaceae_unidentified,Dipodascaceae_sp|SH197415.06FU
OTU_230,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH225320.06FU
OTU_231,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209240.06FU
OTU_232,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Stagonospora,Stagonospora_uniseptata|SH196058.06FU
OTU_233,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH207411.06FU
OTU_234,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH211223.06FU
OTU_235,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hydropisphaera,Hydropisphaera_sp|SH235787.06FU
OTU_236,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bulleromyces,Bulleromyces_albus|SH234350.06FU
OTU_237,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH238586.06FU
OTU_238,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Phaeophleospora,Phaeophleospora_atkinsonii|SH229422.06FU
OTU_239,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiales_unidentified,Exobasidiales_unidentified_1,Exobasidiales_sp|SH204840.06FU
OTU_240,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Cryphonectriaceae_unidentified,Cryphonectriaceae_sp|SH226614.06FU
OTU_241,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH214839.06FU
OTU_242,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,Crocicreas_sp|SH209277.06FU
OTU_243,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Polyscytalum,Polyscytalum_sp|SH189863.06FU
OTU_244,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ampelomyces,Ampelomyces_quisqualis|SH189928.06FU
OTU_245,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Incertae_sedis_42,Strelitziana,Strelitziana_albiziae|SH211993.06FU
OTU_246,Root,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_unidentified,Trechisporales_unidentified_1,Trechisporales_sp|SH238841.06FU
OTU_247,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237144.06FU
OTU_248,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Gymnopus,Gymnopus_androsaceus|SH238288.06FU
OTU_249,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH238906.06FU
OTU_250,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_juncicola|SH213114.06FU
OTU_251,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae_unidentified,Mycosphaerellaceae_sp|SH216154.06FU
OTU_252,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH230166.06FU
OTU_253,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_bogoriensis|SH211123.06FU
OTU_254,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209225.06FU
OTU_255,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Venturiaceae_1,Venturia,Venturia_sp|SH207404.06FU
OTU_256,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella_zeae|SH217300.06FU
OTU_257,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH228412.06FU
OTU_258,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Torrendiella,Torrendiella_eucalypti|SH203848.06FU
OTU_259,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_sp|SH216413.06FU
OTU_260,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Genea,Genea_balsleyi|SH237355.06FU
OTU_261,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps_bassiana|SH196288.06FU
OTU_262,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH227428.06FU
OTU_263,Root,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe_corylopsidis|SH204925.06FU
OTU_264,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Incertae_sedis_12_unidentified,Tremellales_sp|SH223473.06FU
OTU_265,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_unidentified,Herpotrichiellaceae_sp|SH226385.06FU
OTU_266,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Glomerellaceae,Colletotrichum,Colletotrichum_acerbum|SH233478.06FU
OTU_267,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH217326.06FU
OTU_268,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_nigrescens|SH234919.06FU
OTU_269,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora|SH196230.06FU
OTU_270,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH191099.06FU
OTU_271,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_fuckelii|SH237048.06FU
OTU_272,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
OTU_273,Root,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Coccomyces_australis|SH240321.06FU
OTU_274,Root,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp|SH231608.06FU
OTU_275,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Dioszegia,Dioszegia_takashimae|SH196965.06FU
OTU_276,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_americana|SH224448.06FU
OTU_277,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Cyberlindnera,Cyberlindnera_jadinii|SH230260.06FU
OTU_278,Root,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp|SH240529.06FU
OTU_279,Root,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturiaceae_unidentified,Venturiaceae_sp|SH238395.06FU
OTU_280,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_unidentified,Tremellales_unidentified_1,Tremellales_sp|SH229008.06FU
OTU_281,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH216151.06FU
OTU_282,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Stachybotrys,Stachybotrys_eucylindrospora|SH227379.06FU
OTU_283,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae_unidentified,Mycosphaerellaceae_sp|SH216154.06FU
OTU_284,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Umbelopsidaceae,Umbelopsis,Umbelopsis_dimorpha|SH219309.06FU
OTU_285,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH218023.06FU
OTU_286,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_unidentified,Phaeosphaeriaceae_sp|SH196608.06FU
OTU_287,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH220688.06FU
OTU_288,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_fortinii|SH213468.06FU
OTU_289,Root,Fungi,Ascomycota,Eurotiomycetes,Incertae_sedis_18,Incertae_sedis_40,Sarcinomyces,Sarcinomyces_sp_SL_2011|SH217845.06FU
OTU_290,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_rosea_f._catenulata|SH236629.06FU
OTU_291,Root,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_unidentified,Auriculariales_unidentified_1,Auriculariales_sp|SH234797.06FU
OTU_292,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Protoglossum,Protoglossum_niveum|SH190775.06FU
OTU_293,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_inositophilus|SH219417.06FU
OTU_294,Root,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetales_unidentified,Coniochaetales_unidentified_1,Coniochaetales_sp|SH235132.06FU
OTU_295,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp|SH202590.06FU
OTU_296,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_dubium|SH204838.06FU
OTU_297,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Stagonosporopsis,Stagonosporopsis_tanaceti|SH202147.06FU
OTU_298,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_japonicum|SH204828.06FU
OTU_299,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Elaphocordyceps,Elaphocordyceps_capitata|SH224002.06FU
OTU_300,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae_unidentified,Mycosphaerellaceae_sp|SH216163.06FU
OTU_301,Root,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturiaceae_unidentified,Venturiaceae_sp|SH195930.06FU
OTU_302,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_ramulariae|SH217316.06FU
OTU_303,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_sp|SH203846.06FU
OTU_304,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Pyrenochaeta,Pyrenochaeta_unguis_hominis|SH196243.06FU
OTU_305,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae_unidentified,Mycosphaerellaceae_sp|SH212705.06FU
OTU_306,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Tetracladium,Tetracladium_sp|SH216424.06FU
OTU_307,Root,Fungi,Ascomycota,Leotiomycetes,Incertae_sedis,Incertae_sedis_1,Collophora,Collophora_sp|SH236519.06FU
OTU_308,Root,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_sp|SH236842.06FU
OTU_309,Root,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_sp|SH198015.06FU
OTU_310,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH212446.06FU
OTU_311,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tricladium,Tricladium_splendens|SH241568.06FU
OTU_312,Root,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_unidentified,Leotiomycetes_unidentified_1,Leotiomycetes_unidentified_1,Leotiomycetes_sp|SH238460.06FU
OTU_313,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_unidentified,Sordariales_unidentified_1,Sordariales_sp|SH220626.06FU
OTU_314,Root,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,Kurtzmanomyces_sp_CBS_12707|SH217657.06FU
OTU_315,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,Geotrichum_sp_olrim943|SH197416.06FU
OTU_316,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH197882.06FU
OTU_317,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber_sp|SH216564.06FU
OTU_318,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Radulidium,Radulidium_subulatum|SH197682.06FU
OTU_319,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_nothofagi|SH223682.06FU
OTU_320,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Scytalidium,Scytalidium_circinatum|SH227331.06FU
OTU_321,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Plectosphaerellaceae,Lectera,Lectera_longa|SH219644.06FU
OTU_322,Root,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,Archaeosporaceae,Archaeosporaceae_unidentified,Archaeosporaceae_sp|SH233112.06FU
OTU_323,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH241823.06FU
OTU_324,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Phlogicylindrium,Phlogicylindrium_eucalyptorum|SH189866.06FU
OTU_325,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp|SH218749.06FU
OTU_326,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_unidentified,Xylariales_unidentified_1,Xylariales_sp|SH222082.06FU
OTU_327,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae_unidentified,Hyaloscyphaceae_sp|SH209230.06FU
OTU_328,Root,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturiaceae_unidentified,Venturiaceae_sp|SH238395.06FU
OTU_329,Root,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Incertae_sedis_19,Peltaster,Peltaster_fructicola|SH241713.06FU
OTU_330,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH234750.06FU
OTU_331,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH195093.06FU
OTU_332,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_apii|SH212709.06FU
OTU_333,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH195143.06FU
OTU_334,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_sp|SH216410.06FU
OTU_335,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_unidentified,Polyporales_unidentified_1,Polyporales_sp|SH226408.06FU
OTU_336,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp|SH202468.06FU
OTU_337,Root,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH231610.06FU
OTU_338,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_sp_3_23T|SH227562.06FU
